,Username,Datetime,Text
46,CNBC,2022-05-28 23:00:00+00:00,An HIV vaccine has eluded scientists for decades. But mRNA technology — the same technology used in the Covid vaccines from Moderna and Pfizer-BioNTech — could be a turning point. Watch the full video here: https://t.co/MygF0ESfaB https://t.co/JkibrWFV0P
47,CNBC,2022-05-25 14:17:00+00:00,What does Covid-19 look like in the future? Pfizer CEO Albert Bourla sits with @SquawkCNBC at Davos to discuss cases in the U.S. and the company’s plan to offer its drug at cost to developing nations. https://t.co/c12IeET7va https://t.co/xXf21AaDna
48,CNBC,2022-05-25 12:09:07+00:00,Pfizer CEO says he 'wouldn't worry much' about monkeypox; cuts drug prices for low-income countries https://t.co/KVgguVi6Pn
49,CNBC,2022-05-23 17:17:24+00:00,"FDA panel sets June 15 meeting on Pfizer, Moderna Covid vaccines for infants and toddlers https://t.co/mjGsL8ZNB3"
50,CNBC,2022-05-23 16:07:34+00:00,Pfizer says third Covid vaccine shot for kids under 5 is 80% effective against omicron https://t.co/wbllxvUO5T
51,CNBC,2022-05-23 14:41:00+00:00,Pfizer reports its three-dose Covid-19 vaccine for kids under 5 years has met its goal in clinical trials. The company will submit the data to the FDA this week. @megtirrell breaks down the details. https://t.co/uozPnS1MSd https://t.co/TS9LKadeC8
52,CNBC,2022-05-23 10:47:44+00:00,Pfizer says third Covid vaccine shot for kids under 5 is 80% effective against omicron https://t.co/jEFB8ySEMv
53,CNBC,2022-05-19 20:02:50+00:00,CDC panel recommends Pfizer booster shot for kids ages 5 to 11 as Covid cases rise across the U.S. https://t.co/PvNmOf02oB
54,CNBC,2022-05-17 14:23:10+00:00,FDA authorizes Pfizer Covid booster dose for kids ages 5 to 11 years old https://t.co/2qHsmczw0L
55,CNBC,2022-05-10 23:06:29+00:00,"Pfizer deal will help expand reach of migraine pill Nurtec, Biohaven CEO says https://t.co/c3fbHU6bVC"
56,CNBC,2022-05-10 16:25:00+00:00,"LISTEN NOW: Pfizer buys migraine drug maker, Biohaven, Peleton shares plummet and more. Listen and follow the @SquawkStreet podcast here or on your favorite podcast platform: https://t.co/W8CK66CW4L https://t.co/MC5IX0iTho"
57,CNBC,2022-05-07 23:02:00+00:00,An HIV vaccine has eluded scientists for decades. But mRNA technology — the same technology used in the Covid vaccines from Moderna and Pfizer-BioNTech — could be a turning point. Watch the full video here: https://t.co/MygF0EAEj3 https://t.co/oKEri8BpDf
58,CNBC,2022-05-03 11:04:34+00:00,Pfizer reports combined sales of $15 billion for Covid vaccine and antiviral treatment in first quarter https://t.co/rdyFPG9RoY
59,CNBC,2022-04-29 15:06:03+00:00,"FDA panel to discuss Novavax Covid vaccine, Pfizer and Moderna kids shots in June https://t.co/VZAi5HokwG"
60,CNBC,2022-04-26 20:45:50+00:00,Pfizer asks FDA to authorize third dose for children 5 to 11 years old https://t.co/BKwBizim2i
61,CNBC,2022-04-14 07:02:00+00:00,An HIV vaccine has eluded scientists for decades. But mRNA technology — the same technology used in the Covid vaccines from Moderna and Pfizer-BioNTech — could be a turning point. Watch the full video here: https://t.co/MygF0ESfaB https://t.co/nMDMrcyAcD
62,CNBC,2022-04-11 11:39:45+00:00,Pfizer taps David Denton from Lowe's as chief financial officer https://t.co/gZTKXZ7mBn
63,CNBC,2022-04-05 12:40:33+00:00,"Here are Tuesday's biggest analyst calls of the day: Apple, Coinbase, Pfizer, Meta, Snap &amp; more https://t.co/fK4gNbtiwK"
64,CNBC,2022-04-01 20:50:34+00:00,"Myocarditis risk higher after Covid infection than Pfizer or Moderna vaccination, CDC finds https://t.co/lgTN8dYVLW"
65,CNBC,2022-03-30 17:59:30+00:00,"President Biden receives his 2nd Covid-19 booster shot, one day after the CDC recommended 4th Pfizer and Moderna Covid vaccine doses for people ages 50 and older. https://t.co/8lCNWQtj13 https://t.co/nXfVBUdVbl"
66,CNBC,2022-03-30 12:57:13+00:00,The CDC recommends fourth Pfizer and Moderna Covid vaccine doses for people age 50 and older. https://t.co/Kyb7KKhlZS
67,CNBC,2022-03-29 22:42:00+00:00,ICYMI: The FDA has authorized 4th Pfizer and Moderna Covid vaccine doses for everyone age 50 and older. @megtirrell reports. https://t.co/HR6JhAwvzc https://t.co/EArrtNNsAg
68,CNBC,2022-03-29 15:10:32+00:00,The FDA has authorized a fourth Pfizer and Moderna dose for people age 50 and older. https://t.co/OO8IZD1ALK
69,CNBC,2022-03-29 15:05:16+00:00,FDA authorizes fourth Pfizer and Moderna Covid vaccine doses for people age 50 and older https://t.co/EWS1GeVi6R
70,CNBC,2022-03-29 15:02:07+00:00,The FDA has authorized 4th Pfizer and Moderna Covid vaccine doses for everyone age 50 and older. @megtirrell reports. https://t.co/HR6JhAwvzc https://t.co/wkRDcWZqnM
71,CNBC,2022-03-29 14:40:23+00:00,FDA authorizes fourth Pfizer Covid vaccine dose for people age 50 and older https://t.co/Dr5wmW5CAf
72,CNBC,2022-03-26 01:03:00+00:00,An HIV vaccine has eluded scientists for decades. But mRNA technology — the same technology used in the Covid vaccines from Moderna and Pfizer-BioNTech — could be a turning point. Watch the full video here: https://t.co/MygF0ESfaB https://t.co/v9BQ8Ed8ee
73,CNBC,2022-03-22 16:51:28+00:00,"Stocks making the biggest moves midday: Nike, Pfizer, Alibaba, Carnival and more https://t.co/poJ10ZTAAc"
74,CNBC,2022-03-22 10:49:34+00:00,Pfizer to supply 4 million Covid antiviral treatments to poorer nations through UNICEF https://t.co/DfxExc9TWX
75,CNBC,2022-03-18 16:10:45+00:00,Pfizer CEO Albert Bourla received $24.3 million in total compensation for 2021 https://t.co/blth0bkmKY
76,CNBC,2022-03-15 23:37:48+00:00,Pfizer to seek authorization for 2nd Covid booster for people 65 and older https://t.co/dCzwmwCilP
77,CNBC,2022-03-11 17:50:01+00:00,"Pfizer planning to submit data on 4th Covid shot soon, while working on vaccine for all variants https://t.co/h7hLhGvaqJ"
78,CNBC,2022-03-11 16:08:00+00:00,"""We are making a vaccine that covers omicron and all the other variants,"" Pfizer CEO Albert Bourla tells @megtirrell on the need for a fourth Covid-19 vaccine dose. https://t.co/SCM64Rk4WY"
79,CNBC,2022-03-11 07:05:00+00:00,An HIV vaccine has eluded scientists for decades. But mRNA technology — the same technology used in the Covid vaccines from Moderna and Pfizer-BioNTech — could be a turning point. Watch the full video here: https://t.co/MygF0ESfaB https://t.co/nkTxYBBdPy
80,CNBC,2022-03-09 15:52:00+00:00,"Pfizer has started a trial of Paxlovid, its Covid-19 pill, in kids aged 6 and older. @megtirrell reports. https://t.co/ZY2qXfzDvO https://t.co/5DayZVVgdj"
81,CNBC,2022-03-04 16:59:23+00:00,"What's next for Pfizer, Moderna beyond their projected $51 billion in combined Covid vaccine sales this year https://t.co/Mfes6H2Ham"
82,CNBC,2022-03-03 23:22:55+00:00,"What's next for Pfizer, Moderna beyond their projected $51 billion in combined Covid vaccine sales this year https://t.co/OAuXLbzoZY"
83,CNBC,2022-03-03 16:58:27+00:00,"What's next for Pfizer, Moderna beyond their projected $51 billion in combined Covid vaccine sales this year https://t.co/nnAPSt3gV6"
84,CNBC,2022-03-01 12:55:54+00:00,"Pfizer Covid vaccine was just 12% effective against omicron in kids 5 to 11, study finds https://t.co/kxBBSXj9xc"
85,CNBC,2022-02-28 22:41:02+00:00,"Pfizer Covid vaccine was just 12% effective against omicron in kids 5 to 11, study finds https://t.co/D4MhRfYgQh"
86,CNBC,2022-02-24 16:59:28+00:00,"CDC says waiting longer between Pfizer, Moderna doses may reduce rare myocarditis risk for younger men https://t.co/LPK8ez0gKI"
87,CNBC,2022-02-23 17:05:09+00:00,"CDC says waiting longer between Pfizer, Moderna doses may reduce rare myocarditis risk for younger men https://t.co/bv1vJLLMFi"
88,CNBC,2022-02-16 17:38:19+00:00,Philippe Laffont's Coatue bets big on Rivian and Pfizer during the fourth quarter https://t.co/0eBGfULOYe
89,CNBC,2022-02-15 01:19:00+00:00,An HIV vaccine has eluded scientists for decades. But mRNA technology — the same technology used in the Covid vaccines from Moderna and Pfizer-BioNTech — could be a turning point. Watch the full video here: https://t.co/MygF0EAEj3 https://t.co/x5IwxE8hCx
90,CNBC,2022-02-14 19:09:46+00:00,"Moderna, Pfizer stocks fall as omicron Covid wave subsides in U.S. https://t.co/KTmtt2v293"
91,CNBC,2022-02-14 15:36:34+00:00,Pfizer director Dr. Scott Gottlieb: Shots for kids under 5 delayed due to low Covid cases in trial https://t.co/cQlD1L5A3V
92,CNBC,2022-02-14 15:15:00+00:00,.@ScottGottliebMD joins @SquawkCNBC to explain why Pfizer and the FDA delayed the company's application for its Covid-19 vaccine in young children. https://t.co/VW9fI4WIKb https://t.co/sYuwKObRvG
93,CNBC,2022-02-13 21:40:00+00:00,An HIV vaccine has eluded scientists for decades. But mRNA technology — the same technology used in the Covid vaccines from Moderna and Pfizer-BioNTech — could be a turning point. Watch the full video here: https://t.co/MygF0ESfaB https://t.co/MmWd36QCia
94,CNBC,2022-02-12 15:19:57+00:00,"FDA plan to fast-track Pfizer vaccine for kids under 5 fails to deliver, leaving parents waiting until April https://t.co/WLzlUK7qfP"
95,CNBC,2022-02-11 18:59:57+00:00,Pfizer delays its FDA application to expand its Covid vaccine to kids under 5 until April — here's what you need to know. https://t.co/Eih9FcuaIs
96,CNBC,2022-02-11 18:55:59+00:00,Pfizer delays its request for the FDA to authorize its Covid vaccine for children under 5 until at least April. @megtirrell reports. https://t.co/nAqNqR1DnB https://t.co/HATPyrLUTK
97,CNBC,2022-02-11 18:40:41+00:00,Pfizer delays its application to the FDA to expand its Covid vaccine to kids under 5 https://t.co/gdUIYgxiEr
98,CNBC,2022-02-09 13:40:45+00:00,"Here are Wednesday's biggest analyst calls of the day: Costco, Penn, Ford, Joby, Lyft, Pfizer &amp; more https://t.co/YQJRdPMtfb"
99,CNBC,2022-02-08 19:22:11+00:00,Pfizer CEO says chances are 'very high' FDA will approve low-dose Covid shots for kids under 5 https://t.co/spwfZsMXYV
100,CNBC,2022-02-08 19:15:00+00:00,LISTEN NOW: Pfizer shares drop after earnings — we're talking to CEO Albert Bourla. Listen and follow the @CNBCTheExchange podcast here or on your favorite podcast platform: https://t.co/cZvIn33eF7 https://t.co/m1iFcqWVG1
101,CNBC,2022-02-08 17:44:20+00:00,"Stocks making the biggest moves midday: Peloton, Harley-Davidson, Pfizer, Chegg and more https://t.co/00cwN9YLxI"
102,CNBC,2022-02-08 13:17:46+00:00,"Pfizer projects it will generate record-high revenue in 2022, saying it expects to sell $32 billion of its Covid-19 shots and $22 billion of its antiviral coronavirus treatment pill Paxlovid this year. https://t.co/aS1YdamAog"
103,CNBC,2022-02-08 11:58:23+00:00,Pfizer expects $54 billion in 2022 sales on Covid vaccine and treatment pill https://t.co/t5eGz0op3n
104,CNBC,2022-02-04 22:57:40+00:00,"Though rare, Moderna Covid vaccine recipients have higher risk of heart inflammation than Pfizer https://t.co/b9lwkhpvj0"
105,CNBC,2022-02-03 21:58:06+00:00,"Roblox, Pfizer and more: CNBC's 'Halftime Report' traders answer your questions https://t.co/Wj2HW4QwF1"
106,CNBC,2022-02-01 21:37:33+00:00,Pfizer starts submitting data for FDA emergency approval of vaccine for kids under 5 https://t.co/wCWtDzXsuf
107,CNBC,2022-01-27 03:43:00+00:00,An HIV vaccine has eluded scientists for decades. But mRNA technology — the same technology used in the Covid vaccines from Moderna and Pfizer-BioNTech — could be a turning point. Watch the full video here: https://t.co/MygF0ESfaB https://t.co/N7MpFijc92
108,CNBC,2022-01-25 11:48:13+00:00,Pfizer and BioNTech launch clinical study of Covid vaccine targeting omicron https://t.co/uLvgoyHSkZ
109,CNBC,2022-01-23 21:44:00+00:00,An HIV vaccine has eluded scientists for decades. But mRNA technology — the same technology used in the Covid vaccines from Moderna and Pfizer-BioNTech — could be a turning point. Watch the full video here: https://t.co/MygF0EAEj3 https://t.co/oBXvhUt70I
110,CNBC,2022-01-20 15:48:44+00:00,Dr. Fauci on Wednesday said the FDA could approve Pfizer and BioNTech’s vaccine for children under 5-years-old in the next month. https://t.co/14YqWmm9gt
111,CNBC,2022-01-19 22:12:40+00:00,Fauci says FDA could authorize Pfizer's Covid vaccine for kids under 5 in the next month https://t.co/wmc0yMN43M
112,CNBC,2022-01-14 00:18:00+00:00,An HIV vaccine has eluded scientists for decades. But mRNA technology — the same technology used in the Covid vaccines from Moderna and Pfizer-BioNTech — could be a turning point. Watch the full video here: https://t.co/MygF0EAEj3 https://t.co/3uqLjoimo6
113,CNBC,2022-01-11 21:46:26+00:00,"Pfizer CEO Albert Bourla said an omicron vaccine will be ready in March, and the company is already manufacturing doses. https://t.co/LsMwnzEb3v"
114,CNBC,2022-01-11 20:42:37+00:00,Pfizer to cut U.S. sales staff as meetings with health-care providers move to virtual https://t.co/HOJhTjPzeM
115,CNBC,2022-01-11 19:43:52+00:00,Pfizer CEO Albert Bourla on Monday said 2 doses of the company’s vaccine may not provide strong protection against infection from the Covid omicron variant. https://t.co/967jeCct50
116,CNBC,2022-01-11 17:46:47+00:00,Pfizer CEO says omicron vaccine will be ready in March https://t.co/xjRVNgZWlp
117,CNBC,2022-01-11 15:00:51+00:00,Pfizer CEO Albert Bourla on Monday said 2 doses of the company’s vaccine may not provide strong protection against infection from the Covid omicron variant. https://t.co/SSzL0ax9sW
118,CNBC,2022-01-10 23:44:00+00:00,Pfizer CEO Albert Bourla says a vaccine that targets the omicron variant will be ready in March. “I don’t know if we will need it. I don’t know how it will be used. But it will be ready.” https://t.co/hMjE86D1M1 https://t.co/GBKZVUcAGa
119,CNBC,2022-01-10 22:43:21+00:00,Pfizer CEO says two Covid vaccine doses aren't 'enough for omicron' https://t.co/uigXZZ1QXT
120,CNBC,2022-01-10 18:29:13+00:00,"TODAY ON SQUAWK POD: Pfizer CEO Albert Bourla on the timeline for an omicron vaccine, SEC Chair Gary Gensler on increasing transparency and MORE. Listen and follow the @SquawkCNBC podcast here or on your favorite podcast platform: https://t.co/4eiooKMD8e https://t.co/rKFf57HkRD"
121,CNBC,2022-01-10 15:30:52+00:00,"A universal flu vaccine may be the next big mRNA breakthrough for Moderna, Pfizer https://t.co/NqnGmxklBB"
122,CNBC,2022-01-10 15:27:21+00:00,Pfizer CEO Albert Bourla says a vaccine that targets the omicron variant will be ready in March. “I don’t know if we will need it. I don’t know how it will be used. But it will be ready.” https://t.co/hMjE86D1M1 https://t.co/yC7NTzjgaa
123,CNBC,2022-01-07 20:14:10+00:00,"Pfizer Covid vaccine protects adolescents against multisystem inflammatory syndrome, CDC says https://t.co/85Nph22MBO"
124,CNBC,2022-01-05 22:11:39+00:00,CDC panel recommends Pfizer boosters for 12- to 15-year-olds amid omicron surge https://t.co/doKUQEqbcW
125,CNBC,2022-01-05 17:59:10+00:00,WATCH: CDC panel meets to discuss Pfizer’s Covid booster shots for adolescents. https://t.co/WpREvLrSmf
126,CNBC,2022-01-05 17:34:13+00:00,Live updates of CDC meeting on Pfizer’s Covid booster shots for adolescents https://t.co/Q6P1tjUBWL
127,CNBC,2022-01-05 13:49:17+00:00,"Pfizer, BioNTech to jointly develop shingles vaccine https://t.co/Ix59Qv3jIh"
128,CNBC,2022-01-05 13:00:16+00:00,"For @CNBCPro subscribers: BofA upgrades Pfizer to buy, says profits from Covid treatments provide upside for stock. https://t.co/8vSKAooXWu"
129,CNBC,2022-01-05 12:48:00+00:00,"Stocks making the biggest moves premarket: Beyond Meat, Pfizer, Nikola and others https://t.co/dXvdWFGKX3"
130,CNBC,2022-01-04 18:45:05+00:00,"Biden doubles U.S. order of Pfizer Covid treatment pills, speeds delivery as omicron rages across nation https://t.co/f4gu73legl"
131,CNBC,2022-01-04 14:50:53+00:00,CDC shortens waiting period for Pfizer Covid boosters to 5 months https://t.co/XhpPRUgrZr
132,CNBC,2022-01-02 21:40:00+00:00,An HIV vaccine has eluded scientists for decades. But mRNA technology — the same technology used in the Covid vaccines from Moderna and Pfizer-BioNTech — could be a turning point. Watch the full video here: https://t.co/MygF0ESfaB https://t.co/DmF6wGyy7N
133,CNBC,2021-12-31 23:40:00+00:00,An HIV vaccine has eluded scientists for decades. But mRNA technology — the same technology used in the Covid vaccines from Moderna and Pfizer-BioNTech — could be a turning point. Watch the full video here: https://t.co/MygF0ESfaB https://t.co/YIw3W5nw3V
134,CNBC,2021-12-31 17:19:24+00:00,"Stocks making the biggest moves midday: Pfizer, Peloton, Carnival and more https://t.co/GOn0ujc5A5"
135,CNBC,2021-12-31 12:47:47+00:00,"Stocks making the biggest moves premarket: Exxon Mobil, Pfizer, Peloton and others https://t.co/nSig1o5vpk"
136,CNBC,2021-12-31 12:13:08+00:00,Britain approves Pfizer's antiviral Covid-19 pill https://t.co/zxfmUydPPV
137,CNBC,2021-12-23 21:43:00+00:00,Pfizer and Merck have now both received emergency use authorization for their Covid-19 antiviral pills. The pills give the U.S. another weapon in its arsenal against the pandemic. https://t.co/hqugqHPxqO https://t.co/awithSLvpg
138,CNBC,2021-12-22 18:08:52+00:00,The FDA authorizes Pfizer’s Covid treatment pill — here's what you need to know. https://t.co/xyO1BLPVXC
139,CNBC,2021-12-22 18:04:38+00:00,"The FDA has granted emergency authorization to Pfizer’s Covid treatment pill, the first oral antiviral drug cleared during the pandemic. @megtirrell has the details. https://t.co/cUZ4fXuULg https://t.co/xWxo5RFCQW"
140,CNBC,2021-12-22 17:25:01+00:00,"FDA authorizes Pfizer's Covid treatment pill, the first oral antiviral drug cleared during the pandemic https://t.co/TqTdW51YaC"
141,CNBC,2021-12-17 18:59:52+00:00,Pfizer study tests extra Covid vaccine dose for kids under 5 https://t.co/EHBNfeRuUc
142,CNBC,2021-12-17 18:29:04+00:00,Pfizer executives say Covid could become endemic by 2024 https://t.co/C9ZdFY98ow
143,CNBC,2021-12-17 04:40:00+00:00,An HIV vaccine has eluded scientists for decades. But mRNA technology — the same technology used in the Covid vaccines from Moderna and Pfizer-BioNTech — could be a turning point. Watch the full video here: https://t.co/MygF0ESfaB https://t.co/19UkNYJ4XZ
144,CNBC,2021-12-16 20:44:38+00:00,"CDC expert panel prefers Pfizer, Moderna vaccines over J&amp;J shots for adults due to rare blood clot cases https://t.co/3CM1ERjA6g"
145,CNBC,2021-12-15 01:17:00+00:00,ICYMI: Pfizer says final analysis shows its antiviral Covid pill reduced hospitalization and death in high-risk patients by 89%. @megtirrell reports. https://t.co/miVgcKYLhK https://t.co/AR2Pn01CqY
146,CNBC,2021-12-14 12:41:40+00:00,Pfizer says final analysis shows its antiviral Covid pill reduced hospitalization and death in high-risk patients by 89%. @megtirrell reports. https://t.co/miVgcKYLhK https://t.co/uxJa0jR21u
147,CNBC,2021-12-14 12:07:00+00:00,Pfizer says Covid-19 pill near 90% effective in final analysis https://t.co/ibRlcxi6MA
148,CNBC,2021-12-14 00:45:00+00:00,An HIV vaccine has eluded scientists for decades. But mRNA technology — the same technology used in the Covid vaccines from Moderna and Pfizer-BioNTech — could be a turning point. Watch the full video here: https://t.co/MygF0ESfaB https://t.co/wD56C5kmb2
